Company,Funding Round,Amount,Date,RupeesAmount,dollarAmt
Watsan Envirotech,Non-equity Assistance,—,"Feb 1, 2024",0,0
Hydrotec Solutions,Non-equity Assistance,—,"Feb 1, 2024",0,0
OneCard,Debt Financing,"₹950,000,000","Jan 4, 2024",950000000,11400000
Slurrp Farm,Series C,"₹599,000,000","Jan 8, 2024",599000000,7188000
Zetwerk,Series F,"₹9,670,000,000","Oct 18, 2023",9670000000,116040000
Bimaplan,Seed,"$3,500,000","Nov 7, 2023",262500000,3150000
OnFinance AI,Non-equity Assistance,—,"Feb 16, 2024",0,0
Beatoven.ai,Non-equity Assistance,—,"Feb 16, 2024",0,0
Expertia.AI,Non-equity Assistance,—,"Feb 16, 2024",0,0
HYRGPT,Non-equity Assistance,—,"Feb 16, 2024",0,0
LivNSense Technologies,Seed,"$2,750,000","Dec 27, 2023",206250000,2475000
Redwing,Seed,—,"Nov 21, 2023",0,0
Xpressbees,Series G,"$80,000,000","Nov 6, 2023",6000000000,72000000
Freyr Energy,Series B,"₹580,000,000","Oct 16, 2023",580000000,6960000
D-Nome,Seed,"$1,500,000","Jan 21, 2023",112500000,1350000
SalarySe,Seed,"₹437,100,000","Jan 2, 2024",437100000,5245200
VST Industries,Post-IPO Secondary,"₹1,518,400,000","Jan 2, 2024",1518400000,18220800
EKA Mobility,Corporate Round,—,"Dec 27, 2023",0,0
DIAL4242,Seed,"₹10,000,000","Sep 25, 2023",10000000,120000
Aditya Birla Capital,Post-IPO Debt,"₹10,000,000,000","Sep 25, 2023",10000000000,120000000
EMotorad,Debt Financing,"₹200,000,000","Nov 26, 2023",200000000,2400000
Star Health and Allied Insurance,Private Equity,"₹3,217,000,000","Nov 30, 2021",3217000000,38604000
Reliance Retail,Private Equity,"₹20,695,000,000","Sep 11, 2023",20695000000,248340000
Conscious Chemist,Convertible Note,—,"Nov 22, 2023",0,0
MediBuddy,Venture - Series Unknown,"$18,000,000","Aug 30, 2023",1350000000,16200000
Vaibhav Jewellers,Funding Round,"₹810,000,000","Sep 21, 2023",810000000,9720000
Sweet Karam Coffee,Seed,"₹125,000,000","Oct 30, 2023",125000000,1500000
Happie Curves,Angel,"₹2,000,000","Nov 17, 2023",2000000,24000
Muthoot Fincorp Limited,Debt Financing,"₹2,000,000,000","Dec 26, 2023",2000000000,24000000
U Gro Capital,Post-IPO Debt,"₹2,500,000,000","Dec 19, 2023",2500000000,30000000
MetaShot,Pre-Seed,"$400,000","Aug 10, 2023",30000000,360000
Yulu,Series B,"₹6,530,000,000","Sep 12, 2022",6530000000,78360000
DevX,Debt Financing,—,"Feb 5, 2024",0,0
TravelBoutiqueOnline,Secondary Market,—,"Oct 21, 2023",0,0
Quest Global Manufacturing,Private Equity,"₹4,480,000,000","Oct 30, 2023",4480000000,53760000
Skyroot Aerospace,Series C,"₹2,250,000,000","Oct 30, 2023",2250000000,27000000
Petmojo,Seed,"$450,000","Jun 30, 2023",33750000,405000
Advance Mobility,Seed,"$2,000,000","Feb 7, 2024",150000000,1800000
HDFC Bank,Post-IPO Debt,"$750,000,000","Feb 7, 2024",56250000000,675000000
Altitude Club,Pre-Seed,"$500,000","Oct 4, 2023",37500000,450000
Stable Money,Seed,"$5,000,000","Feb 13, 2023",375000000,4500000
Furlenco,Corporate Round,"₹3,000,000,000","Jul 17, 2023",3000000000,36000000
Nestroots,Pre-Seed,"₹30,000,000","Dec 20, 2023",30000000,360000
Peping,Seed,"$400,000","Sep 20, 2023",30000000,360000
Pikndel,Pre-Seed,"$285,000","Jun 24, 2023",21375000,256500
Teleport,Pre-Seed,"$500,000","Aug 17, 2023",37500000,450000
Evolve,Seed,"₹25,000,000","Dec 19, 2023",25000000,300000
Pirimid Fintech,Corporate Round,"₹250,000,000","Dec 14, 2023",250000000,3000000
Qube Health,Seed,"₹250,000,000","Sep 18, 2023",250000000,3000000
Twyn,Seed,"$1,250,000","Nov 30, 2023",93750000,1125000
GoodGudi,Seed,—,"Sep 4, 2023",0,0
Shaktimaan,Seed,"₹165,000,000","Aug 11, 2023",165000000,1980000
Offee,Seed,"₹52,500,000","Nov 8, 2023",52500000,630000
Fuselage Innovations,Seed,"₹3,000,000","Nov 5, 2023",3000000,36000
Fabits,Pre-Seed,—,"Jan 23, 2024",0,0
SuperBottoms,Series A,"$5,000,000","Aug 23, 2023",375000000,4500000
Grihashakti,Debt Financing,"₹3,000,000,000","Jan 23, 2024",3000000000,36000000
Fruitfal,Seed,—,"Oct 30, 2023",0,0
Bull Agritech,Pre-Seed,"₹8,000,000","Nov 1, 2023",8000000,96000
OpiGo,Pre-Seed,"₹14,000,000","Jan 23, 2024",14000000,168000
Agilitas,Venture - Series Unknown,"₹1,000,000,000","Dec 13, 2023",1000000000,12000000
Neo Asset Management,Venture - Series Unknown,"₹3,000,000,000","Oct 18, 2023",3000000000,36000000
Alwrite,Seed,"₹100,000,000","Oct 18, 2023",100000000,1200000
Sahaj Gaming,Pre-Seed,"$350,000","Jan 18, 2024",26250000,315000
BharatPe,Debt Financing,"$100,000,000","Jan 20, 2024",7500000000,90000000
Ergos,Series A,"₹810,000,000","Feb 8, 2021",810000000,9720000
oorja.energy,Seed,"$1,500,000","Sep 27, 2023",112500000,1350000
RP tech India,Venture - Series Unknown,"₹1,500,000,000","Jan 19, 2024",1500000000,18000000
Healspan,Pre-Seed,"₹12,000,000","Jan 18, 2024",12000000,144000
QuriousBit,Seed,"₹166,400,000","Sep 27, 2023",166400000,1996800
PierSight Space,Pre-Seed,"$600,000","Sep 27, 2023",45000000,540000
360 ONE Wealth,Private Equity,—,"Mar 31, 2022",0,0
Fullerton India,Debt Financing,"₹6,000,000,000","Jan 10, 2024",6000000000,72000000
Everest Fleet,Debt Financing,"₹1,000,000,000","Jan 10, 2024",1000000000,12000000
The Divine Foods,Angel,—,"Oct 12, 2023",0,0
BON V Aero,Venture - Series Unknown,"₹60,000,000","Jan 18, 2024",60000000,720000
Quickwork,Seed,"₹210,000,000","Nov 8, 2023",210000000,2520000
CoreEL,Series A,"₹1,340,000,000","Dec 5, 2023",1340000000,16080000
Apex Kidney Care,Private Equity,"$10,000,000","Oct 11, 2023",750000000,9000000
Vivriti Capital,Debt Financing,"₹2,500,000,000","Dec 12, 2023",2500000000,30000000
Adya,Seed,"₹105,000,000","Jan 16, 2024",105000000,1260000
The Sleep Company,Series C,"₹1,840,000,000","Dec 6, 2023",1840000000,22080000
HeyoPhone,Angel,"₹41,300,000","Aug 28, 2023",41300000,495600
Emoha Elder Care,Series B,"$11,000,000","Oct 13, 2023",825000000,9900000
One97 Communications,Post-IPO Secondary,"₹20,370,000,000","Aug 28, 2023",20370000000,244440000
Oorjaa,Seed,"$650,000","Oct 12, 2023",48750000,585000
Financekaart,Venture - Series Unknown,—,"Jul 28, 2023",0,0
Oro,Venture - Series Unknown,"₹1,050,000,000","Oct 12, 2023",1050000000,12600000
Akshayakalpa,Series C,"₹1,000,000,000","Jan 10, 2024",1000000000,12000000
Lavie,Venture - Series Unknown,"₹750,000,000","Oct 11, 2023",750000000,9000000
UNIREC,Seed,"₹15,000,000","Jan 8, 2024",15000000,180000
InCruiter,Debt Financing,"₹11,000,000","Jan 8, 2024",11000000,132000
Wow! Momo,Series D,"₹750,000,000","Oct 25, 2023",750000000,9000000
Crib,Seed,"₹150,000,000","Jun 21, 2023",150000000,1800000
Freakins,Seed,"₹330,000,000","Jul 5, 2023",330000000,3960000
AuditCue,Seed,"₹120,000,000","Oct 10, 2023",120000000,1440000
Roopya,Seed,"₹50,900,000","Jun 24, 2023",50900000,610800
Klassroom Edutech,Venture - Series Unknown,"$450,000","Oct 31, 2023",33750000,405000
InMobi,Debt Financing,—,"Jan 1, 2014",0,0
Reliance Retail,Private Equity,"₹82,780,000,000","Aug 23, 2023",82780000000,993360000
Clensta,Venture - Series Unknown,"₹750,000,000","Jul 10, 2023",750000000,9000000
Techmaghi,Seed,"₹2,000,000","Oct 28, 2023",2000000,24000
Medway Hospitals,Venture - Series Unknown,"₹416,000,000","Jan 4, 2024",416000000,4992000
Ati Motors,Series A,"₹890,000,000","Jul 21, 2023",890000000,10680000
Tagda Raho,Angel,—,"Nov 23, 2023",0,0
VRO Hospitality,Debt Financing,—,"Jan 2, 2024",0,0
Alok Industries,Post-IPO Equity,"₹33,000,000,000","Jan 2, 2024",33000000000,396000000
Trential,Seed,"$2,000,000","Jul 26, 2023",150000000,1800000
Aham Housing Finance,Venture - Series Unknown,"₹300,000,000","Nov 2, 2023",300000000,3600000
ProjectX.Cloud,Seed,"₹17,000,000","Dec 29, 2023",17000000,204000
Sploot,Seed,"₹66,000,000","Sep 4, 2023",66000000,792000
CyberPeace Foundation,Grant,"₹330,000,000","Oct 21, 2023",330000000,3960000
Pushp Brand,Venture - Series Unknown,"₹1,000,000,000","Dec 28, 2023",1000000000,12000000
Voosh Software technologies,Pre-Seed,—,"Dec 22, 2020",0,0
JK Tyre & Industries,Post-IPO Equity,"₹5,000,000,000","Jan 1, 2024",5000000000,60000000
Entitled Solutions,Seed,"₹108,000,000","Dec 27, 2023",108000000,1296000
The Cube Club,Seed,"₹91,000,000","Oct 3, 2023",91000000,1092000
Unipe,Pre-Seed,"$2,000,000","Aug 20, 2022",150000000,1800000
Blubirch,Series A,"₹530,000,000","Oct 25, 2023",530000000,6360000
Raptee Energy,Grant,"₹32,700,000","Apr 6, 2023",32700000,392400
SINSA Seoul Cafe,Non-equity Assistance,—,"Dec 11, 2023",0,0
Navana Tech,Non-equity Assistance,—,"Dec 27, 2021",0,0
Wakaw.live,Non-equity Assistance,—,"Dec 27, 2021",0,0
Farmonaut Technologies Private Limited,Non-equity Assistance,—,"Dec 27, 2021",0,0
Janitri,Non-equity Assistance,—,"Dec 27, 2021",0,0
Atom360,Non-equity Assistance,—,"Dec 27, 2021",0,0
iBoson Innovations,Non-equity Assistance,—,"Dec 27, 2021",0,0
MERAQUI,Non-equity Assistance,—,"Jan 1, 2022",0,0
Vitra.ai,Non-equity Assistance,—,"Jan 1, 2022",0,0
Swaasa,Non-equity Assistance,—,"Jan 1, 2022",0,0
Skyware,Non-equity Assistance,—,"Jan 1, 2022",0,0
All Is Well,Seed,"₹20,700,000","Aug 9, 2023",20700000,248400
Vidcare Innovations,Non-equity Assistance,—,"Dec 27, 2021",0,0
Rapid,Pre-Seed,"₹22,000,000","Oct 25, 2023",22000000,264000
Waaree,Venture - Series Unknown,"₹10,000,000,000","Aug 2, 2023",10000000000,120000000
SkinQ,Seed,"₹30,000,000","Dec 28, 2023",30000000,360000
Niroggyan,Non-equity Assistance,—,"Dec 27, 2021",0,0
Cloud TV,Non-equity Assistance,—,"Jan 1, 2022",0,0
Ecoil,Venture - Series Unknown,"₹30,000,000","Dec 27, 2023",30000000,360000
TestnTrack - Mobile Based Assessment Platform,Pre-Seed,—,"Dec 26, 2023",0,0
Credright,Debt Financing,—,"Aug 31, 2023",0,0
Enrico,Pre-Seed,"₹21,000,000","Dec 21, 2023",21000000,252000
Urja Mobility,Corporate Round,—,"Dec 22, 2023",0,0
OneStack,Series A,"$2,000,000","Jul 12, 2023",150000000,1800000
Axiom Ayurveda,Corporate Round,—,"Sep 28, 2023",0,0
ETO Mobility Services Private Limited,Grant,"₹124,500,000","Dec 22, 2023",124500000,1494000
Bidso,Pre-Seed,"$300,000","Aug 8, 2023",22500000,270000
Amazon Seller Services,Corporate Round,"₹8,300,000,000","Feb 11, 2024",8300000000,99600000
NiYO Solutions,Venture - Series Unknown,—,"Oct 20, 2023",0,0
HiWi,Pre-Seed,"₹72,500,000","Oct 19, 2023",72500000,870000
Mestastop Solutions,Seed,"₹45,000,000","Oct 19, 2023",45000000,540000
Hearzap,Series A,"₹500,000,000","Nov 8, 2023",500000000,6000000
Go Zero,Seed,"$1,000,000","Aug 8, 2023",75000000,900000
branchX,Seed,"₹75,000,000","Nov 8, 2023",75000000,900000
BYJU'S,Debt Financing,"$250,000,000","May 13, 2023",18750000000,225000000
Max Financial Services,Post-IPO Secondary,"₹9,820,000,000","Aug 24, 2023",9820000000,117840000
Up,Seed,"₹340,000,000","Feb 8, 2024",340000000,4080000
Monitra Healthcare,Seed,"$1,500,000","Dec 19, 2023",112500000,1350000
ControlZ,Debt Financing,—,"Feb 7, 2024",0,0
S H Kelkar and Company Limited,Grant,"$50,000","Nov 4, 2023",3750000,45000
Jagatjit Industries,Post-IPO Debt,"₹1,800,000,000","Oct 17, 2023",1800000000,21600000
Vioma Lifesciences Pvt. Ltd,Series A,"$3,000,000","Nov 1, 2023",225000000,2700000
RevFin,Venture - Series Unknown,—,"Feb 5, 2024",0,0
MangoPoint,Angel,"₹35,000,000","Dec 19, 2023",35000000,420000
Beautywise,Grant,"$10,000","Nov 4, 2023",750000,9000
Data Sutram,Series A,"₹249,600,000","Sep 26, 2023",249600000,2995200
BetterSpace,Pre-Seed,"₹4,500,000","Dec 12, 2023",4500000,54000
Finayo,Debt Financing,—,"Dec 18, 2023",0,0
GoApptiv,Corporate Round,"₹420,000,000","Dec 14, 2023",420000000,5040000
Neverinstall,Seed,"$600,000","Nov 10, 2023",45000000,540000
Daily Staple,Pre-Seed,"₹17,600,000","Sep 6, 2023",17600000,211200
Infurnia Technologies,Venture - Series Unknown,"$1,200,000","Oct 31, 2023",90000000,1080000
GradRight,Series A,"₹500,000,000","Aug 24, 2023",500000000,6000000
Vridhi Home Finance,Series A,"₹1,500,000,000","Oct 30, 2023",1500000000,18000000
Regency Healthcare,Secondary Market,"₹4,500,000,000","Nov 7, 2023",4500000000,54000000
ChargeZone,Venture - Series Unknown,—,"Dec 12, 2023",0,0
Parcel,Seed,"$2,500,000","Sep 21, 2021",187500000,2250000
Hatchfast,Pre-Seed,"₹12,500,000","Oct 28, 2023",12500000,150000
Printmann Group,Private Equity,—,"Feb 13, 2024",0,0
insideFPV,Seed,—,"Sep 21, 2023",0,0
MoveInSync,Series C,"₹1,250,000,000","Jan 29, 2024",1250000000,15000000
Oyela,Seed,"₹144,000,000","Oct 9, 2023",144000000,1728000
Flipkart,Secondary Market,"$1,400,000,000","Jul 31, 2023",1.05E+11,1260000000
JoySpoon,Seed,"₹12,500,000","Oct 28, 2023",12500000,150000
Boxs,Seed,"$1,600,000","Aug 22, 2023",120000000,1440000
JSW Paints,Corporate Round,"₹7,500,000,000","Nov 23, 2023",7500000000,90000000
Docosage,Pre-Seed,—,"Jan 24, 2024",0,0
Infra.Market,Debt Financing,"₹1,000,000,000","Jan 24, 2024",1000000000,12000000
Ashv Finance,Series E,"₹833,300,000","Dec 6, 2023",833300000,9999600
Sarvam AI,Seed,—,"Dec 7, 2023",0,0
Jupiter Wagons,Post-IPO Equity,"₹4,030,000,000","Dec 5, 2023",4030000000,48360000
Finsire,Seed,"$1,300,000","Mar 15, 2023",97500000,1170000
Shriram Properties,Post-IPO Secondary,"₹1,900,000,000","Dec 5, 2023",1900000000,22800000
ZOFF,Angel,"₹10,000,000","Feb 9, 2023",10000000,120000
Sula Vineyards,Post-IPO Secondary,"₹5,130,000,000","Aug 31, 2023",5130000000,61560000
Mamaearth,Post-IPO Secondary,"₹2,300,000,000","Dec 5, 2023",2300000000,27600000
Recykal,Series A,"$7,360,000","Sep 1, 2022",552000000,6624000
MoEVing,Seed,—,"Dec 1, 2023",0,0
J.C. Flowers Asset Reconstruction,Private Equity,"₹24,000,000","Oct 27, 2023",24000000,288000
YouVah,Pre-Seed,"₹17,400,000","Oct 4, 2023",17400000,208800
Kale Logistics Solutions,Series B,"$30,000,000","Sep 11, 2023",2250000000,27000000
Expertrons,Seed,—,"Aug 7, 2023",0,0
Shriram Transport Finance Company,Post-IPO Debt,"$420,000,000","Dec 1, 2008",31500000000,378000000
Karnataka Bank,Post-IPO Equity,"₹8,000,000,000","Oct 26, 2023",8000000000,96000000
Adani Green Energy,Post-IPO Equity,"₹39,560,000,000","Aug 7, 2023",39560000000,474720000
KoinX,Venture - Series Unknown,—,"Jan 16, 2024",0,0
Shriram Transport Finance Company,Post-IPO Debt,"$490,000,000","Sep 1, 2010",36750000000,441000000
Cellogen Therapeutics,Corporate Round,"₹150,100,000","Jan 17, 2024",150100000,1801200
Firstup Spaces,Seed,"₹20,000,000","Nov 28, 2023",20000000,240000
Sapphire Systems,Private Equity,—,"Jan 5, 2020",0,0
Aretto,Seed,"₹45,600,000","Aug 17, 2023",45600000,547200
Cygnus Medicare,Debt Financing,"₹1,500,000,000","Jan 15, 2024",1500000000,18000000
Farmology,Seed,—,"Jul 31, 2023",0,0
ANSR,Venture - Series Unknown,"$150,000,000","Oct 25, 2023",11250000000,135000000
Oben Electric,Seed,"₹400,000,000","Jun 27, 2023",400000000,4800000
OneDios,Convertible Note,"₹60,000,000","Nov 29, 2023",60000000,720000
Edumoon,Seed,"₹2,000,000","May 1, 2022",2000000,24000
Krutrim,Debt Financing,"$24,000,000","Oct 10, 2023",1800000000,21600000
TBO.com,Private Equity,—,"Oct 21, 2023",0,0
Pee Safe,Series B,"₹250,000,000","Sep 11, 2023",250000000,3000000
Quick Smart Wash,Series B,"₹400,000,000","Sep 28, 2023",400000000,4800000
Ambitio,Pre-Seed,"₹15,500,000","Jan 10, 2024",15500000,186000
Grip Invest,Convertible Note,"₹120,000,000","Jan 9, 2024",120000000,1440000
Cult.fit,Series F,"$145,000,000","Nov 9, 2021",10875000000,130500000
AayushBharat,Seed,—,"Jul 14, 2023",0,0
Unstop,Seed,"$5,000,000","Aug 2, 2023",375000000,4500000
AU Small Finance Bank,Debt Financing,"$20,000,000","Mar 1, 2013",1500000000,18000000
Docker Vision,Seed,—,"Nov 21, 2023",0,0
Swapp Design,Pre-Seed,—,"Oct 19, 2023",0,0
Simactricals,Seed,—,"Nov 21, 2023",0,0
EVhicle Mobility,Seed,—,"Nov 21, 2023",0,0
Rocketium,Venture - Series Unknown,"$5,300,000","Aug 24, 2023",397500000,4770000
ReCircle,Seed,—,"Sep 26, 2023",0,0
Smarter Dharma,Seed,"₹41,600,000","Oct 19, 2023",41600000,499200
Redwing,Seed,"$1,000,000","Feb 15, 2021",75000000,900000
Hectar Global,Seed,"$2,100,000","Jul 12, 2023",157500000,1890000
Welcome Cure,Seed,"₹40,000,000","Oct 19, 2023",40000000,480000
What's Up Wellness,Seed,"₹144,000,000","Aug 9, 2023",144000000,1728000
Artinci,Seed,"$12,079","Nov 14, 2022",905925,10871.1
Dorje Teas,Seed,"₹3,000,000","Jan 6, 2023",3000000,36000
Indifi Technologies,Series E,"₹2,882,995,500","Jun 13, 2023",2882995500,34595946
50fin,Pre-Seed,"₹42,500,000","Jul 4, 2023",42500000,510000
Fruitoholic,Debt Financing,—,"Feb 17, 2024",0,0
FirstCry,Secondary Market,"₹4,350,000,000","Aug 21, 2023",4350000000,52200000
ZestMoney,Venture - Series Unknown,—,"Aug 8, 2023",0,0
Figr,Pre-Seed,"$250,000","Sep 26, 2023",18750000,225000
Niva Bupa,Private Equity,"₹8,000,000,000","Oct 12, 2023",8000000000,96000000
Homified,Pre-Seed,"₹10,000,000","Dec 9, 2023",10000000,120000
Flutrr,Angel,"₹40,000,000","Oct 13, 2023",40000000,480000
Polkarare,Seed,"$2,000,000","Apr 29, 2021",150000000,1800000
ThinkMetal,Pre-Seed,"$300,000","Sep 13, 2023",22500000,270000
Tata Technologies,Secondary Market,"₹16,137,000,000","Oct 13, 2023",16137000000,193644000
Himshakti,Pre-Seed,"₹830,000,000","Apr 1, 2023",830000000,9960000
Leads Connect Services,Corporate Round,"₹5,000,000,000","Sep 13, 2023",5000000000,60000000
Dreamfly Innovations,Angel,"$300,000","Sep 15, 2023",22500000,270000
Meolaa,Seed,"₹166,000,000","Oct 10, 2023",166000000,1992000
iSprout - Inspiring Workspaces,Debt Financing,"₹400,000,000","Oct 10, 2023",400000000,4800000
ideaForge,Venture - Series Unknown,"₹600,000,000","Jun 15, 2023",600000000,7200000
Blue Tokai Coffee Roasters,Series B,"$30,000,000","Jan 18, 2023",2250000000,27000000
Jimmy's Cocktails,Seed,"₹110,000,000","Jul 18, 2023",110000000,1320000
Eske,Seed,"₹25,000,000","Feb 11, 2022",25000000,300000
SustLabs,Non-equity Assistance,—,"Dec 19, 2023",0,0
Rapidor,Non-equity Assistance,—,"Oct 17, 2019",0,0
Apiria Technology,Non-equity Assistance,—,"Oct 17, 2019",0,0
Minko,Non-equity Assistance,—,"Oct 17, 2019",0,0
Swipez,Non-equity Assistance,—,"Oct 17, 2019",0,0
Wearberry,Non-equity Assistance,—,"Oct 17, 2019",0,0
Beyond Snáck,Seed,"$3,500,000","Jul 27, 2023",262500000,3150000
Farm Infinity,Non-equity Assistance,"$45,000","Dec 10, 2021",3375000,40500
Minifeel,Pre-Seed,"₹30,000,000","Jul 25, 2023",30000000,360000
CloudNBFC,Non-equity Assistance,—,"Oct 17, 2019",0,0
Wadhwani AI,Grant,"$3,300,000","Oct 19, 2023",247500000,2970000
Xane.ai,Non-equity Assistance,—,"Feb 17, 2021",0,0
DROR,Non-equity Assistance,—,"Feb 17, 2021",0,0
Wellversed,Non-equity Assistance,—,"Feb 17, 2021",0,0
Hypersign,Non-equity Assistance,—,"Feb 5, 2024",0,0
Xtracap Fintech,Non-equity Assistance,—,"Feb 17, 2021",0,0
Canpac Trends,Private Equity,"$340,000,000","Dec 14, 2023",25500000000,306000000
Fleming Laboratories,Private Equity,"₹1,100,000,000","Dec 19, 2023",1100000000,13200000
Fingage,Non-equity Assistance,—,"Oct 17, 2019",0,0
Hiper Automotive,Non-equity Assistance,—,"Jan 28, 2021",0,0
ZedBlox,Non-equity Assistance,—,"Jan 28, 2021",0,0
ENHANCE HEAD NECK REHABILITATION,Non-equity Assistance,—,"Jan 28, 2021",0,0
Dubverse,Non-equity Assistance,—,"Jan 28, 2021",0,0
RecordBook,Non-equity Assistance,—,"Jan 28, 2021",0,0
Taskmonk,Non-equity Assistance,—,"Jul 20, 2020",0,0
eShipz,Non-equity Assistance,—,"Dec 20, 2019",0,0
SpiderG,Non-equity Assistance,—,"Dec 20, 2019",0,0
Shoppre.com,Non-equity Assistance,—,"Dec 20, 2019",0,0
Vicara,Non-equity Assistance,—,"Jul 20, 2020",0,0
Embright Infotech,Non-equity Assistance,—,"Jan 28, 2021",0,0
Legistify,Non-equity Assistance,—,"Jul 20, 2020",0,0
Dozee,Non-equity Assistance,—,"Jul 20, 2020",0,0
Chainrisk (prev UNSNARL),Non-equity Assistance,—,"Feb 5, 2024",0,0
The Cultor,Non-equity Assistance,—,"Feb 17, 2021",0,0
Eatabl,Non-equity Assistance,—,"Dec 20, 2019",0,0
qZense Labs,Non-equity Assistance,—,"Dec 20, 2019",0,0
Plutomen,Non-equity Assistance,—,"Jul 20, 2020",0,0
Krishitantra,Non-equity Assistance,—,"Jan 28, 2021",0,0
Vadootv,Non-equity Assistance,—,"Jul 20, 2020",0,0
